workerid,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
10,"""3BS6ERDL938LSDQHMRT0SH1FN9UD6H""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Nov 07 16:24:55 CET 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Fri Dec 07 16:24:55 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BS6ERDL938LSDQHMRT0SH1FN9UD6H""","""3TXMY6UCAEP7KN1HR6HP30WCUPBCQZ""",10,"""Submitted""","""Thu Nov 08 09:19:34 CET 2018""","""Wed Nov 07 16:25:17 CET 2018""","""Wed Nov 07 16:39:34 CET 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""10.56345"""
11,"""3BS6ERDL938LSDQHMRT0SH1FN9UD6H""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Nov 07 16:24:55 CET 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Fri Dec 07 16:24:55 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BS6ERDL938LSDQHMRT0SH1FN9UD6H""","""33TIN5LC04BEVRL06WOSEWY6NDP9YI""",11,"""Submitted""","""Thu Nov 08 09:19:43 CET 2018""","""Wed Nov 07 16:25:12 CET 2018""","""Wed Nov 07 16:39:43 CET 2018""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""11.0507"""
12,"""3BS6ERDL938LSDQHMRT0SH1FN9UD6H""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Nov 07 16:24:55 CET 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Fri Dec 07 16:24:55 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BS6ERDL938LSDQHMRT0SH1FN9UD6H""","""351SEKWQS0IQ4093Z95J6XUP5OQMDM""",12,"""Submitted""","""Thu Nov 08 09:19:46 CET 2018""","""Wed Nov 07 16:25:15 CET 2018""","""Wed Nov 07 16:39:46 CET 2018""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""10.058233333333334"""
13,"""3BS6ERDL938LSDQHMRT0SH1FN9UD6H""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Nov 07 16:24:55 CET 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Fri Dec 07 16:24:55 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BS6ERDL938LSDQHMRT0SH1FN9UD6H""","""3L4D84MILZTHF88KI8BHHQH6TMOJHO""",13,"""Submitted""","""Thu Nov 08 09:19:49 CET 2018""","""Wed Nov 07 16:25:11 CET 2018""","""Wed Nov 07 16:39:49 CET 2018""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""13.3487"""
14,"""3BS6ERDL938LSDQHMRT0SH1FN9UD6H""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Nov 07 16:24:55 CET 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Fri Dec 07 16:24:55 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BS6ERDL938LSDQHMRT0SH1FN9UD6H""","""3C8HJ7UOP7VT71EZRRUGXPDST6ZZMX""",14,"""Submitted""","""Thu Nov 08 09:19:52 CET 2018""","""Wed Nov 07 16:25:13 CET 2018""","""Wed Nov 07 16:39:52 CET 2018""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""12.934933333333333"""
15,"""3BS6ERDL938LSDQHMRT0SH1FN9UD6H""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Nov 07 16:24:55 CET 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Fri Dec 07 16:24:55 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BS6ERDL938LSDQHMRT0SH1FN9UD6H""","""3W2LOLRXLBGPFMS5WYNNW9JPVKMRKS""",15,"""Submitted""","""Thu Nov 08 09:19:54 CET 2018""","""Wed Nov 07 16:25:17 CET 2018""","""Wed Nov 07 16:39:54 CET 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""14.565816666666667"""
16,"""3BS6ERDL938LSDQHMRT0SH1FN9UD6H""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Nov 07 16:24:55 CET 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Fri Dec 07 16:24:55 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BS6ERDL938LSDQHMRT0SH1FN9UD6H""","""3SNVL38CI4TL9K3ME1XS7EK3VJJCK7""",16,"""Submitted""","""Thu Nov 08 09:19:56 CET 2018""","""Wed Nov 07 16:27:40 CET 2018""","""Wed Nov 07 16:39:56 CET 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""11.998133333333334"""
17,"""3BS6ERDL938LSDQHMRT0SH1FN9UD6H""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Nov 07 16:24:55 CET 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Fri Dec 07 16:24:55 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BS6ERDL938LSDQHMRT0SH1FN9UD6H""","""3LKC68YZ3A4DD9U6TKPMQP8F74BOWC""",17,"""Submitted""","""Thu Nov 08 09:20:10 CET 2018""","""Wed Nov 07 16:25:13 CET 2018""","""Wed Nov 07 16:40:10 CET 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""14.309266666666666"""
18,"""3BS6ERDL938LSDQHMRT0SH1FN9UD6H""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Nov 07 16:24:55 CET 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Fri Dec 07 16:24:55 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BS6ERDL938LSDQHMRT0SH1FN9UD6H""","""3MH9DQ757WDCTSO3A1XD3SEGV29UGW""",18,"""Submitted""","""Thu Nov 08 09:20:20 CET 2018""","""Wed Nov 07 16:25:17 CET 2018""","""Wed Nov 07 16:40:20 CET 2018""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""14.97675"""
19,"""3BS6ERDL938LSDQHMRT0SH1FN9UD6H""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Nov 07 16:24:55 CET 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Fri Dec 07 16:24:55 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BS6ERDL938LSDQHMRT0SH1FN9UD6H""","""3YMU66OBIN97O6IJA2QEKDPQ1U7HGI""",19,"""Submitted""","""Thu Nov 08 09:20:59 CET 2018""","""Wed Nov 07 16:25:16 CET 2018""","""Wed Nov 07 16:40:59 CET 2018""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""15.596916666666667"""
20,"""3BS6ERDL938LSDQHMRT0SH1FN9UD6H""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Nov 07 16:24:55 CET 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Fri Dec 07 16:24:55 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BS6ERDL938LSDQHMRT0SH1FN9UD6H""","""32KTQ2V7RDGE1AWMNT0HK1BZE3BM95""",20,"""Submitted""","""Thu Nov 08 09:21:20 CET 2018""","""Wed Nov 07 16:25:13 CET 2018""","""Wed Nov 07 16:41:20 CET 2018""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""15.785583333333333"""
21,"""3BS6ERDL938LSDQHMRT0SH1FN9UD6H""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Nov 07 16:24:55 CET 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Fri Dec 07 16:24:55 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BS6ERDL938LSDQHMRT0SH1FN9UD6H""","""3VELCLL3GKKQ6V1AXTHBA597JQBF1I""",21,"""Submitted""","""Thu Nov 08 09:21:40 CET 2018""","""Wed Nov 07 16:25:17 CET 2018""","""Wed Nov 07 16:41:40 CET 2018""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""7.7634"""
22,"""3BS6ERDL938LSDQHMRT0SH1FN9UD6H""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Nov 07 16:24:55 CET 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Fri Dec 07 16:24:55 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BS6ERDL938LSDQHMRT0SH1FN9UD6H""","""3LUY3GC63Z1G8U560CUPN9EOOIY7PA""",22,"""Submitted""","""Thu Nov 08 09:21:49 CET 2018""","""Wed Nov 07 16:25:06 CET 2018""","""Wed Nov 07 16:41:49 CET 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""13.98355"""
23,"""3BS6ERDL938LSDQHMRT0SH1FN9UD6H""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Nov 07 16:24:55 CET 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Fri Dec 07 16:24:55 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BS6ERDL938LSDQHMRT0SH1FN9UD6H""","""3WAKVUDHUWHT0ZD2HYTJXF1NWZQ7U6""",23,"""Submitted""","""Thu Nov 08 09:22:26 CET 2018""","""Wed Nov 07 16:25:11 CET 2018""","""Wed Nov 07 16:42:26 CET 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""10.4277"""
24,"""3BS6ERDL938LSDQHMRT0SH1FN9UD6H""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Nov 07 16:24:55 CET 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Fri Dec 07 16:24:55 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BS6ERDL938LSDQHMRT0SH1FN9UD6H""","""338JKRMM2606EF5GO2Y4OREN3ZUHA6""",24,"""Submitted""","""Thu Nov 08 09:22:31 CET 2018""","""Wed Nov 07 16:25:14 CET 2018""","""Wed Nov 07 16:42:31 CET 2018""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""16.477983333333334"""
25,"""3BS6ERDL938LSDQHMRT0SH1FN9UD6H""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Nov 07 16:24:55 CET 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Fri Dec 07 16:24:55 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BS6ERDL938LSDQHMRT0SH1FN9UD6H""","""3907X2AHF069MT80U0DURIXGD2CP2C""",25,"""Submitted""","""Thu Nov 08 09:22:32 CET 2018""","""Wed Nov 07 16:25:16 CET 2018""","""Wed Nov 07 16:42:32 CET 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""10.673333333333334"""
26,"""3BS6ERDL938LSDQHMRT0SH1FN9UD6H""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Nov 07 16:24:55 CET 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Fri Dec 07 16:24:55 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BS6ERDL938LSDQHMRT0SH1FN9UD6H""","""37XITHEISWA7WOGH4L6P8Q6HQBDCR0""",26,"""Submitted""","""Thu Nov 08 09:22:37 CET 2018""","""Wed Nov 07 16:25:17 CET 2018""","""Wed Nov 07 16:42:37 CET 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""17.004816666666667"""
27,"""3BS6ERDL938LSDQHMRT0SH1FN9UD6H""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Nov 07 16:24:55 CET 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Fri Dec 07 16:24:55 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BS6ERDL938LSDQHMRT0SH1FN9UD6H""","""352YTHGROVERCQPZF1ODBOSNBPYH4V""",27,"""Submitted""","""Thu Nov 08 09:23:07 CET 2018""","""Wed Nov 07 16:25:11 CET 2018""","""Wed Nov 07 16:43:07 CET 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""17.770766666666667"""
28,"""3BS6ERDL938LSDQHMRT0SH1FN9UD6H""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Nov 07 16:24:55 CET 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Fri Dec 07 16:24:55 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BS6ERDL938LSDQHMRT0SH1FN9UD6H""","""3ZSY5X72NXC85DDKUQFG3Q0YFPWROC""",28,"""Submitted""","""Thu Nov 08 09:23:20 CET 2018""","""Wed Nov 07 16:25:17 CET 2018""","""Wed Nov 07 16:43:20 CET 2018""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""17.831483333333335"""
29,"""3BS6ERDL938LSDQHMRT0SH1FN9UD6H""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Nov 07 16:24:55 CET 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Fri Dec 07 16:24:55 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BS6ERDL938LSDQHMRT0SH1FN9UD6H""","""3OF2M9AATGPYHDEW6FH0ICLO414ZKS""",29,"""Submitted""","""Thu Nov 08 09:23:22 CET 2018""","""Wed Nov 07 16:25:11 CET 2018""","""Wed Nov 07 16:43:22 CET 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""18.117716666666666"""
30,"""3BS6ERDL938LSDQHMRT0SH1FN9UD6H""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Nov 07 16:24:55 CET 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Fri Dec 07 16:24:55 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BS6ERDL938LSDQHMRT0SH1FN9UD6H""","""3EJJQNKU9R6YDWRXQDKQJH3X33IRHO""",30,"""Submitted""","""Thu Nov 08 09:23:32 CET 2018""","""Wed Nov 07 16:25:13 CET 2018""","""Wed Nov 07 16:43:32 CET 2018""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""12.816716666666666"""
