workerid,A,B,percent,read_and_decide_time,quant,read_time_one,response,language,enjoyment,gender,age,comments,fluent,asses,fairprice,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
0,"""shurry""","""preser""",14,919,"""Many""",564,false,"""English""","""1""","""Male""","""37""","""""","""No""","""Yes""","""5""","""3""","""Windows""",1050,1680,"""Firefox""","""3G5RUKN2EC4HW8JS9SAF8W4AH5UN9G""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Jun 13 10:48:50 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Fri Jul 13 10:48:50 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3G5RUKN2EC4HW8JS9SAF8W4AH5UN9G""","""3EF8EXOTT1W6BXN6GJ8WP31Y69EJ1R""",0,"""Submitted""","""Thu Jun 14 03:49:40 CEST 2018""","""Wed Jun 13 10:49:15 CEST 2018""","""Wed Jun 13 11:09:40 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""12.27105"""
0,"""shrile""","""athoid""",51,562,"""Most""",636,true,"""English""","""1""","""Male""","""37""","""""","""No""","""Yes""","""5""","""3""","""Windows""",1050,1680,"""Firefox""","""3G5RUKN2EC4HW8JS9SAF8W4AH5UN9G""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Jun 13 10:48:50 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Fri Jul 13 10:48:50 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3G5RUKN2EC4HW8JS9SAF8W4AH5UN9G""","""3EF8EXOTT1W6BXN6GJ8WP31Y69EJ1R""",0,"""Submitted""","""Thu Jun 14 03:49:40 CEST 2018""","""Wed Jun 13 10:49:15 CEST 2018""","""Wed Jun 13 11:09:40 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""12.27105"""
0,"""boddle""","""molill""",37,1233,"""Few""",1547,true,"""English""","""1""","""Male""","""37""","""""","""No""","""Yes""","""5""","""3""","""Windows""",1050,1680,"""Firefox""","""3G5RUKN2EC4HW8JS9SAF8W4AH5UN9G""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Jun 13 10:48:50 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Fri Jul 13 10:48:50 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3G5RUKN2EC4HW8JS9SAF8W4AH5UN9G""","""3EF8EXOTT1W6BXN6GJ8WP31Y69EJ1R""",0,"""Submitted""","""Thu Jun 14 03:49:40 CEST 2018""","""Wed Jun 13 10:49:15 CEST 2018""","""Wed Jun 13 11:09:40 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""12.27105"""
0,"""puctor""","""recure""",48,908,"""More than half""",234,true,"""English""","""1""","""Male""","""37""","""""","""No""","""Yes""","""5""","""3""","""Windows""",1050,1680,"""Firefox""","""3G5RUKN2EC4HW8JS9SAF8W4AH5UN9G""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Jun 13 10:48:50 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Fri Jul 13 10:48:50 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3G5RUKN2EC4HW8JS9SAF8W4AH5UN9G""","""3EF8EXOTT1W6BXN6GJ8WP31Y69EJ1R""",0,"""Submitted""","""Thu Jun 14 03:49:40 CEST 2018""","""Wed Jun 13 10:49:15 CEST 2018""","""Wed Jun 13 11:09:40 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""12.27105"""
0,"""ingell""","""nalill""",99,1091,"""Few""",207,false,"""English""","""1""","""Male""","""37""","""""","""No""","""Yes""","""5""","""3""","""Windows""",1050,1680,"""Firefox""","""3G5RUKN2EC4HW8JS9SAF8W4AH5UN9G""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Jun 13 10:48:50 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Fri Jul 13 10:48:50 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3G5RUKN2EC4HW8JS9SAF8W4AH5UN9G""","""3EF8EXOTT1W6BXN6GJ8WP31Y69EJ1R""",0,"""Submitted""","""Thu Jun 14 03:49:40 CEST 2018""","""Wed Jun 13 10:49:15 CEST 2018""","""Wed Jun 13 11:09:40 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""12.27105"""
0,"""coamin""","""mucond""",75,614,"""Few""",424,false,"""English""","""1""","""Male""","""37""","""""","""No""","""Yes""","""5""","""3""","""Windows""",1050,1680,"""Firefox""","""3G5RUKN2EC4HW8JS9SAF8W4AH5UN9G""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Jun 13 10:48:50 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Fri Jul 13 10:48:50 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3G5RUKN2EC4HW8JS9SAF8W4AH5UN9G""","""3EF8EXOTT1W6BXN6GJ8WP31Y69EJ1R""",0,"""Submitted""","""Thu Jun 14 03:49:40 CEST 2018""","""Wed Jun 13 10:49:15 CEST 2018""","""Wed Jun 13 11:09:40 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""12.27105"""
0,"""raster""","""movell""",16,761,"""Many""",184,false,"""English""","""1""","""Male""","""37""","""""","""No""","""Yes""","""5""","""3""","""Windows""",1050,1680,"""Firefox""","""3G5RUKN2EC4HW8JS9SAF8W4AH5UN9G""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Jun 13 10:48:50 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Fri Jul 13 10:48:50 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3G5RUKN2EC4HW8JS9SAF8W4AH5UN9G""","""3EF8EXOTT1W6BXN6GJ8WP31Y69EJ1R""",0,"""Submitted""","""Thu Jun 14 03:49:40 CEST 2018""","""Wed Jun 13 10:49:15 CEST 2018""","""Wed Jun 13 11:09:40 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""12.27105"""
0,"""monter""","""melelt""",71,854,"""Most""",126,true,"""English""","""1""","""Male""","""37""","""""","""No""","""Yes""","""5""","""3""","""Windows""",1050,1680,"""Firefox""","""3G5RUKN2EC4HW8JS9SAF8W4AH5UN9G""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Jun 13 10:48:50 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Fri Jul 13 10:48:50 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3G5RUKN2EC4HW8JS9SAF8W4AH5UN9G""","""3EF8EXOTT1W6BXN6GJ8WP31Y69EJ1R""",0,"""Submitted""","""Thu Jun 14 03:49:40 CEST 2018""","""Wed Jun 13 10:49:15 CEST 2018""","""Wed Jun 13 11:09:40 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""12.27105"""
0,"""kustle""","""reshix""",95,1073,"""Most""",602,true,"""English""","""1""","""Male""","""37""","""""","""No""","""Yes""","""5""","""3""","""Windows""",1050,1680,"""Firefox""","""3G5RUKN2EC4HW8JS9SAF8W4AH5UN9G""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Jun 13 10:48:50 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Fri Jul 13 10:48:50 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3G5RUKN2EC4HW8JS9SAF8W4AH5UN9G""","""3EF8EXOTT1W6BXN6GJ8WP31Y69EJ1R""",0,"""Submitted""","""Thu Jun 14 03:49:40 CEST 2018""","""Wed Jun 13 10:49:15 CEST 2018""","""Wed Jun 13 11:09:40 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""12.27105"""
0,"""pliper""","""sesare""",99,484,"""Few""",534,false,"""English""","""1""","""Male""","""37""","""""","""No""","""Yes""","""5""","""3""","""Windows""",1050,1680,"""Firefox""","""3G5RUKN2EC4HW8JS9SAF8W4AH5UN9G""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Jun 13 10:48:50 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Fri Jul 13 10:48:50 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3G5RUKN2EC4HW8JS9SAF8W4AH5UN9G""","""3EF8EXOTT1W6BXN6GJ8WP31Y69EJ1R""",0,"""Submitted""","""Thu Jun 14 03:49:40 CEST 2018""","""Wed Jun 13 10:49:15 CEST 2018""","""Wed Jun 13 11:09:40 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""12.27105"""
0,"""bemble""","""squank""",30,807,"""Most""",589,false,"""English""","""1""","""Male""","""37""","""""","""No""","""Yes""","""5""","""3""","""Windows""",1050,1680,"""Firefox""","""3G5RUKN2EC4HW8JS9SAF8W4AH5UN9G""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Jun 13 10:48:50 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Fri Jul 13 10:48:50 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3G5RUKN2EC4HW8JS9SAF8W4AH5UN9G""","""3EF8EXOTT1W6BXN6GJ8WP31Y69EJ1R""",0,"""Submitted""","""Thu Jun 14 03:49:40 CEST 2018""","""Wed Jun 13 10:49:15 CEST 2018""","""Wed Jun 13 11:09:40 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""12.27105"""
0,"""dorder""","""coggon""",63,505,"""Few""",635,true,"""English""","""1""","""Male""","""37""","""""","""No""","""Yes""","""5""","""3""","""Windows""",1050,1680,"""Firefox""","""3G5RUKN2EC4HW8JS9SAF8W4AH5UN9G""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Jun 13 10:48:50 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Fri Jul 13 10:48:50 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3G5RUKN2EC4HW8JS9SAF8W4AH5UN9G""","""3EF8EXOTT1W6BXN6GJ8WP31Y69EJ1R""",0,"""Submitted""","""Thu Jun 14 03:49:40 CEST 2018""","""Wed Jun 13 10:49:15 CEST 2018""","""Wed Jun 13 11:09:40 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""12.27105"""
0,"""spunge""","""wenple""",22,873,"""Fewer than half""",563,true,"""English""","""1""","""Male""","""37""","""""","""No""","""Yes""","""5""","""3""","""Windows""",1050,1680,"""Firefox""","""3G5RUKN2EC4HW8JS9SAF8W4AH5UN9G""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Jun 13 10:48:50 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Fri Jul 13 10:48:50 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3G5RUKN2EC4HW8JS9SAF8W4AH5UN9G""","""3EF8EXOTT1W6BXN6GJ8WP31Y69EJ1R""",0,"""Submitted""","""Thu Jun 14 03:49:40 CEST 2018""","""Wed Jun 13 10:49:15 CEST 2018""","""Wed Jun 13 11:09:40 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""12.27105"""
0,"""chulks""","""vulhor""",23,1208,"""Few""",148,true,"""English""","""1""","""Male""","""37""","""""","""No""","""Yes""","""5""","""3""","""Windows""",1050,1680,"""Firefox""","""3G5RUKN2EC4HW8JS9SAF8W4AH5UN9G""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Jun 13 10:48:50 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Fri Jul 13 10:48:50 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3G5RUKN2EC4HW8JS9SAF8W4AH5UN9G""","""3EF8EXOTT1W6BXN6GJ8WP31Y69EJ1R""",0,"""Submitted""","""Thu Jun 14 03:49:40 CEST 2018""","""Wed Jun 13 10:49:15 CEST 2018""","""Wed Jun 13 11:09:40 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""12.27105"""
0,"""isbant""","""unairs""",9,809,"""Few""",517,true,"""English""","""1""","""Male""","""37""","""""","""No""","""Yes""","""5""","""3""","""Windows""",1050,1680,"""Firefox""","""3G5RUKN2EC4HW8JS9SAF8W4AH5UN9G""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Jun 13 10:48:50 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Fri Jul 13 10:48:50 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3G5RUKN2EC4HW8JS9SAF8W4AH5UN9G""","""3EF8EXOTT1W6BXN6GJ8WP31Y69EJ1R""",0,"""Submitted""","""Thu Jun 14 03:49:40 CEST 2018""","""Wed Jun 13 10:49:15 CEST 2018""","""Wed Jun 13 11:09:40 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""12.27105"""
