workerid,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
10,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3CFJTT4SXTROR8I2NH45ECDCPEC7IE""",10,"""Submitted""","""Wed Oct 03 16:09:12 CEST 2018""","""Tue Oct 02 23:16:23 CEST 2018""","""Tue Oct 02 23:29:12 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""12.362716666666667"""
11,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""39K0FND3AHGS6T6RFZEHGWMJ7V2MA0""",11,"""Submitted""","""Wed Oct 03 16:10:10 CEST 2018""","""Tue Oct 02 23:16:25 CEST 2018""","""Tue Oct 02 23:30:10 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""12.394366666666667"""
12,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""32Z9ZLUT1LLVGJZHYL3MPMYSFQ7OHS""",12,"""Submitted""","""Wed Oct 03 16:10:59 CEST 2018""","""Tue Oct 02 23:16:23 CEST 2018""","""Tue Oct 02 23:30:59 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""12.895466666666668"""
13,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""35K3O9HUABEPQWVM9HCQHPS1V9OEFG""",13,"""Submitted""","""Wed Oct 03 16:11:17 CEST 2018""","""Tue Oct 02 23:16:26 CEST 2018""","""Tue Oct 02 23:31:17 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""12.549683333333334"""
14,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""38JBBYETQOBFSGYXP0G7QLVA6JF4EI""",14,"""Submitted""","""Wed Oct 03 16:11:28 CEST 2018""","""Tue Oct 02 23:16:25 CEST 2018""","""Tue Oct 02 23:31:28 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""14.811733333333333"""
15,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3137ONMDKG6V4WRHK1I8ZASDWOOEGF""",15,"""Submitted""","""Wed Oct 03 16:12:04 CEST 2018""","""Tue Oct 02 23:16:26 CEST 2018""","""Tue Oct 02 23:32:04 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""11.873766666666667"""
16,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3E47SOBEYQXU3PDYEYCGUY5QQP3CIC""",16,"""Submitted""","""Wed Oct 03 16:12:14 CEST 2018""","""Tue Oct 02 23:16:28 CEST 2018""","""Tue Oct 02 23:32:14 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""15.723516666666667"""
17,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""31EUONYN2V40YKU13AKQ4NP1N5IOVI""",17,"""Submitted""","""Wed Oct 03 16:12:23 CEST 2018""","""Tue Oct 02 23:19:01 CEST 2018""","""Tue Oct 02 23:32:23 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""11.521533333333334"""
18,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""32VNZTT0A7541K32B607PSUTL854RV""",18,"""Submitted""","""Wed Oct 03 16:12:47 CEST 2018""","""Tue Oct 02 23:16:29 CEST 2018""","""Tue Oct 02 23:32:47 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""16.256283333333332"""
19,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3FE2ERCCZX9NT0X5HYBRYV0J1HHOPX""",19,"""Submitted""","""Wed Oct 03 16:12:58 CEST 2018""","""Tue Oct 02 23:16:25 CEST 2018""","""Tue Oct 02 23:32:58 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""15.9597"""
20,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""37U1UTWH9VN5KLQ4N9QK64AYNU1R8P""",20,"""Submitted""","""Wed Oct 03 16:12:59 CEST 2018""","""Tue Oct 02 23:16:26 CEST 2018""","""Tue Oct 02 23:32:59 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""16.319633333333332"""
21,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3M68NM076H8IG77GUUTMMQE7HZBR63""",21,"""Submitted""","""Wed Oct 03 16:13:28 CEST 2018""","""Tue Oct 02 23:16:26 CEST 2018""","""Tue Oct 02 23:33:28 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""14.2403"""
22,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""39RP059MEHUXP3BJLDEDB76PPDNMBV""",22,"""Submitted""","""Wed Oct 03 16:13:50 CEST 2018""","""Tue Oct 02 23:16:25 CEST 2018""","""Tue Oct 02 23:33:50 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""16.954616666666666"""
23,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3IGI0VL647LNQFLS1JYZU6VO12GON1""",23,"""Submitted""","""Wed Oct 03 16:13:53 CEST 2018""","""Tue Oct 02 23:16:25 CEST 2018""","""Tue Oct 02 23:33:53 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""15.813283333333333"""
24,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3VFJCI1K4Z0KD0WM6728YHRWBDERG5""",24,"""Submitted""","""Wed Oct 03 16:14:30 CEST 2018""","""Tue Oct 02 23:16:30 CEST 2018""","""Tue Oct 02 23:34:30 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""17.04235"""
25,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3O7L7BFSHEQ90NXCAPIBKM5TB1GEI7""",25,"""Submitted""","""Wed Oct 03 16:14:38 CEST 2018""","""Tue Oct 02 23:16:27 CEST 2018""","""Tue Oct 02 23:34:38 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""18.025066666666667"""
26,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3MYYFCXHJ38DCUUOVV6VQOGMJZU4GZ""",26,"""Submitted""","""Wed Oct 03 16:14:45 CEST 2018""","""Tue Oct 02 23:16:24 CEST 2018""","""Tue Oct 02 23:34:45 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""13.223566666666667"""
27,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3LBXNTKX0RWPVMVQ102QVIRX8H49XS""",27,"""Submitted""","""Wed Oct 03 16:14:56 CEST 2018""","""Tue Oct 02 23:17:21 CEST 2018""","""Tue Oct 02 23:34:56 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""16.692283333333332"""
28,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""30MVJZJNHMEO02Q1KWNP49JIXJPJ9E""",28,"""Submitted""","""Wed Oct 03 16:15:12 CEST 2018""","""Tue Oct 02 23:16:25 CEST 2018""","""Tue Oct 02 23:35:12 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""17.468216666666667"""
29,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3570Y55XZPKTA188K2U26DKTE0TGYW""",29,"""Submitted""","""Wed Oct 03 16:15:12 CEST 2018""","""Tue Oct 02 23:16:26 CEST 2018""","""Tue Oct 02 23:35:12 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""18.708933333333334"""
30,"""3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 23:16:03 CEST 2018""","""90""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 22:16:03 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT7MDKOCGEUAD710VBI0K""","""3DL65MZB8DGINKBCIFMP9J7YYWWCE3""",30,"""Submitted""","""Wed Oct 03 16:15:18 CEST 2018""","""Tue Oct 02 23:16:27 CEST 2018""","""Tue Oct 02 23:35:18 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""17.584033333333334"""
