workerid,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
10,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3M0BCWMB8VXTUF5XPFK0K58FV8KBWM""",10,"""Approved""","""Mon Jun 18 04:24:30 CEST 2018""","""Sun Jun 17 11:28:53 CEST 2018""","""Sun Jun 17 11:44:30 CEST 2018""","""Sun Jun 17 12:25:33 CEST 2018""","""""","""""","""""","""""","""[]""","""\""left arrow\""""","""15.493666666666666"""
11,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3PS7W85Z8Z3IE5M6WQ1T6F6Q3EZT94""",11,"""Approved""","""Mon Jun 18 04:24:34 CEST 2018""","""Sun Jun 17 11:33:34 CEST 2018""","""Sun Jun 17 11:44:34 CEST 2018""","""Sun Jun 17 12:25:34 CEST 2018""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""10.919483333333334"""
12,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""386CSBG1OZNI46SGHF4MH041T6S6QS""",12,"""Approved""","""Mon Jun 18 04:24:43 CEST 2018""","""Sun Jun 17 11:29:04 CEST 2018""","""Sun Jun 17 11:44:43 CEST 2018""","""Sun Jun 17 12:25:34 CEST 2018""","""""","""""","""""","""""","""[]""","""\""left arrow\""""","""15.479783333333334"""
13,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OONKJ5DKCKLP6WVYTTQ3BVTS6LOBN""",13,"""Approved""","""Mon Jun 18 04:25:00 CEST 2018""","""Sun Jun 17 11:32:11 CEST 2018""","""Sun Jun 17 11:45:00 CEST 2018""","""Sun Jun 17 12:25:35 CEST 2018""","""""","""""","""""","""""","""[]""","""\""left arrow\""""","""12.6614"""
14,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""369J354OFDBRRHY2EJZANM0ZNJJG67""",14,"""Approved""","""Mon Jun 18 04:25:16 CEST 2018""","""Sun Jun 17 11:31:52 CEST 2018""","""Sun Jun 17 11:45:16 CEST 2018""","""Sun Jun 17 12:25:36 CEST 2018""","""""","""""","""""","""""","""[]""","""\""left arrow\""""","""13.222783333333334"""
15,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""32Z9ZLUT1LLVGJZHYL3MPMYRNJQOH3""",15,"""Approved""","""Mon Jun 18 04:25:41 CEST 2018""","""Sun Jun 17 11:34:11 CEST 2018""","""Sun Jun 17 11:45:41 CEST 2018""","""Sun Jun 17 12:25:36 CEST 2018""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""11.353266666666666"""
16,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3PZDLQMM0TMQS4ZWPVRO7IY89MPC2C""",16,"""Approved""","""Mon Jun 18 04:25:51 CEST 2018""","""Sun Jun 17 11:31:24 CEST 2018""","""Sun Jun 17 11:45:51 CEST 2018""","""Sun Jun 17 12:25:37 CEST 2018""","""""","""""","""""","""""","""[]""","""\""left arrow\""""","""14.3476"""
17,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3E1QT0TDFPASRMNLXMWBSC968R18ID""",17,"""Approved""","""Mon Jun 18 04:26:14 CEST 2018""","""Sun Jun 17 11:28:40 CEST 2018""","""Sun Jun 17 11:46:14 CEST 2018""","""Sun Jun 17 12:25:38 CEST 2018""","""""","""""","""""","""""","""[]""","""\""left arrow\""""","""16.925733333333334"""
18,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3MB8LZR5BFUECOXSREQRAXAPKVPLKN""",18,"""Approved""","""Mon Jun 18 04:26:45 CEST 2018""","""Sun Jun 17 11:32:44 CEST 2018""","""Sun Jun 17 11:46:45 CEST 2018""","""Sun Jun 17 12:25:38 CEST 2018""","""""","""""","""""","""""","""[]""","""\""left arrow\""""","""13.863133333333334"""
19,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""37U1UTWH9VN5KLQ4N9QK64AXVNK8RH""",19,"""Approved""","""Mon Jun 18 04:27:43 CEST 2018""","""Sun Jun 17 11:31:17 CEST 2018""","""Sun Jun 17 11:47:43 CEST 2018""","""Sun Jun 17 12:25:39 CEST 2018""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""16.31175"""
20,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3VHHR074H3IQH9Q88K1I6S53EBPL7H""",20,"""Approved""","""Mon Jun 18 04:27:55 CEST 2018""","""Sun Jun 17 11:29:28 CEST 2018""","""Sun Jun 17 11:47:55 CEST 2018""","""Sun Jun 17 12:25:39 CEST 2018""","""""","""""","""""","""""","""[]""","""\""left arrow\""""","""18.341633333333334"""
21,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3GDTJDAPVUCEN5DCI1U3K5GNP0L8MT""",21,"""Approved""","""Mon Jun 18 04:28:09 CEST 2018""","""Sun Jun 17 11:29:26 CEST 2018""","""Sun Jun 17 11:48:09 CEST 2018""","""Sun Jun 17 12:25:41 CEST 2018""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""18.4285"""
22,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3FTOP5WARFP6482OK04WBYIO28EJ0D""",22,"""Approved""","""Mon Jun 18 04:28:09 CEST 2018""","""Sun Jun 17 11:33:13 CEST 2018""","""Sun Jun 17 11:48:09 CEST 2018""","""Sun Jun 17 12:25:40 CEST 2018""","""""","""""","""""","""""","""[]""","""\""left arrow\""""","""14.891983333333334"""
23,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3NKQQ8O39Y69H8EC8BW5X7BIDDLDUW""",23,"""Approved""","""Mon Jun 18 04:28:31 CEST 2018""","""Sun Jun 17 11:34:54 CEST 2018""","""Sun Jun 17 11:48:31 CEST 2018""","""Sun Jun 17 12:25:41 CEST 2018""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""13.568316666666666"""
24,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3D4CH1LGEAUE9000CQ2M7WR1DKRG9I""",24,"""Approved""","""Mon Jun 18 04:30:06 CEST 2018""","""Sun Jun 17 11:34:08 CEST 2018""","""Sun Jun 17 11:50:06 CEST 2018""","""Sun Jun 17 12:25:42 CEST 2018""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""11.273383333333333"""
25,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""39OWYR0EPKSNW1CD9IOKOSKGLECFY7""",25,"""Approved""","""Mon Jun 18 04:30:21 CEST 2018""","""Sun Jun 17 11:28:17 CEST 2018""","""Sun Jun 17 11:50:21 CEST 2018""","""Sun Jun 17 12:25:43 CEST 2018""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""21.8523"""
26,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3RXPCZQMQPCWKVX58DNTSQ9IF83G19""",26,"""Approved""","""Mon Jun 18 04:31:14 CEST 2018""","""Sun Jun 17 11:29:22 CEST 2018""","""Sun Jun 17 11:51:14 CEST 2018""","""Sun Jun 17 12:25:43 CEST 2018""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""21.79565"""
27,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3I2PTA7R3TVP3LD5JJYNRJ9JU1CQKH""",27,"""Approved""","""Mon Jun 18 04:31:32 CEST 2018""","""Sun Jun 17 11:28:23 CEST 2018""","""Sun Jun 17 11:51:32 CEST 2018""","""Sun Jun 17 12:25:44 CEST 2018""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""23.089733333333335"""
28,"""3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 17 11:28:01 CEST 2018""","""90""","""1""","""0""","""89""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Sun Jun 17 12:24:07 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LXX8KJXPWAZETJ4A7ASNL4F7R6O9R""","""3L70J4KAZGNP2Z0E26FEX6ZO6ATDAK""",28,"""Approved""","""Mon Jun 18 04:31:40 CEST 2018""","""Sun Jun 17 11:29:51 CEST 2018""","""Sun Jun 17 11:51:40 CEST 2018""","""Sun Jun 17 12:25:45 CEST 2018""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""21.569033333333334"""
