date,workerid,amount
Wed Nov 07 16:47:39 CET 2018,A361EVMLK9O0G1,4.0
Wed Nov 07 16:47:43 CET 2018,A36HFMF9Z4BGS8,4.0
Wed Nov 07 16:48:04 CET 2018,A1CY7IOJ9YH136,4.0
Wed Nov 07 16:48:06 CET 2018,A1QA5EWFMNKGTA,4.0
Wed Nov 07 16:48:50 CET 2018,A2531UD0IGT731,4.0
Wed Nov 07 16:49:38 CET 2018,AKB82TCYUECWD,4.0
Wed Nov 07 16:49:40 CET 2018,A1USR9JCAMDGM3,4.0
Wed Nov 07 16:50:02 CET 2018,A18SXC3JEN1O0U,4.0
Wed Nov 07 16:50:27 CET 2018,A24FHD04JCEDJQ,4.0
Wed Nov 07 16:50:37 CET 2018,ALDQRWYZ8KQ9A,4.0
Wed Nov 07 16:51:10 CET 2018,A5TMU62U5FE5K,4.0
Wed Nov 07 16:51:38 CET 2018,A22955PPOJ264W,4.0
Wed Nov 07 16:51:38 CET 2018,A2P065E9CYMYJL,4.0
Wed Nov 07 16:51:43 CET 2018,A1K8QNLYYYX21W,4.0
Wed Nov 07 16:51:52 CET 2018,A1945USNZHTROX,4.0
Wed Nov 07 16:51:58 CET 2018,A2EI075XZT9Y2S,4.0
Wed Nov 07 16:52:34 CET 2018,AKNYT1NTK2UFK,4.0
Wed Nov 07 16:52:40 CET 2018,A8SP23ECDU4F0,4.0
Wed Nov 07 16:53:21 CET 2018,A1ING769NXJIHR,4.0
Wed Nov 07 16:53:42 CET 2018,A1VIP6S8H2XXH7,4.0
Wed Nov 07 16:54:36 CET 2018,A2VBSFSJXLZZ7A,4.0
Wed Nov 07 16:54:40 CET 2018,A1FQGVP8SX5WE2,4.0
Wed Nov 07 16:55:05 CET 2018,ARFPH1SU73HXE,4.0
Wed Nov 07 16:55:06 CET 2018,AAASQIW3J32OL,4.0
Wed Nov 07 16:55:09 CET 2018,A1BVG13MHBM1YD,4.0
Wed Nov 07 16:55:39 CET 2018,A2MCG5W6LHSRG9,4.0
Wed Nov 07 16:56:24 CET 2018,ALKQPW0O9C98N,4.0
Wed Nov 07 16:56:27 CET 2018,A2BVUVKIS50IR8,4.0
Wed Nov 07 16:56:45 CET 2018,A1V2H0UF94ATWY,4.0
Wed Nov 07 16:57:06 CET 2018,A1PAMVTKGCXSWQ,4.0
Wed Nov 07 17:00:10 CET 2018,A3LRZX8477TYYZ,4.0
Wed Nov 07 17:01:21 CET 2018,A11W7R2O4RQSSS,4.0
Wed Nov 07 17:02:25 CET 2018,A1PLB1NZOE2PQ7,4.0
Wed Nov 07 17:02:46 CET 2018,A17UBX83OEAOSE,4.0
Wed Nov 07 17:04:07 CET 2018,A3U761PEG7MFKT,4.0
Wed Nov 07 17:05:24 CET 2018,A2V3ECGQQYNO85,4.0
Wed Nov 07 17:10:11 CET 2018,A35NVKW9R833VF,4.0
Wed Nov 07 17:16:29 CET 2018,A1OV6COF3ODHC8,4.0
Wed Nov 07 17:18:50 CET 2018,A2IQ0QCTQ3KWLT,4.0
Wed Nov 07 17:23:04 CET 2018,A2DHKTD1GSBXR2,4.0
Wed Nov 07 17:24:16 CET 2018,A5NE8TWS8ZV7B,4.0
Wed Nov 07 17:24:18 CET 2018,A2A028LRDJB7ZB,4.0
Wed Nov 07 17:26:16 CET 2018,A27HVVLSZZ13XK,4.0
Wed Nov 07 17:31:31 CET 2018,A1PTH9KTRO06EG,4.0
Wed Nov 07 17:33:24 CET 2018,A2SKXKH9YXZYRI,4.0
Wed Nov 07 17:34:16 CET 2018,AFDC9A6Z60W2Z,4.0
Wed Nov 07 17:42:32 CET 2018,A1Z0O5MC9DAE8C,4.0
Wed Nov 07 17:52:11 CET 2018,A1A7KL0CEERE60,4.0
Wed Nov 07 18:02:41 CET 2018,A1YNGQXMGLM9L7,4.0
,total paid to workers:,=SUM(c2:c91)
,40% paid to Amazon:,=.4*c92
,total:,=SUM(c92:c93
