workerid,color,proportion,read_and_decide_time,quant,read_time_one,response,side,language,enjoyment,gender,age,comments,fluent,asses,fairprice,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
0,"""blue""","""b21_y24""",705,"""More""",183,true,2,"""English""","""0""","""Male""","""33""","""Poor design of experiment. Very hard to see. Use of down arrow causes the window to scroll down so you can&quotechart see the sentences or dots properly. Test your experiment in all browsers please!""","""No""","""Yes""","""8""","""3""","""Windows""",720,1280,"""Chrome""","""3WUVMVA7OB4PIG7G4MZ9ZEM44ZTAZD""","""32X1LLNITPZ6LLCIXH0J6UIL71ED3X""","""Fun psychology / vision / language experiment! (bug fixed)""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Thu Sep 27 11:04:36 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2700""","""60000""","""Sat Oct 27 11:04:36 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3WUVMVA7OB4PIG7G4MZ9ZEM44ZTAZD""","""35USIKEBNRHX19FO1NC5D69XENZN6S""",0,"""Submitted""","""Fri Sep 28 04:03:27 CEST 2018""","""Thu Sep 27 11:05:08 CEST 2018""","""Thu Sep 27 11:23:27 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""18.197033333333334"""
0,"""blue""","""b24_y18""",288,"""More""",416,true,4,"""English""","""0""","""Male""","""33""","""Poor design of experiment. Very hard to see. Use of down arrow causes the window to scroll down so you can&quotechart see the sentences or dots properly. Test your experiment in all browsers please!""","""No""","""Yes""","""8""","""3""","""Windows""",720,1280,"""Chrome""","""3WUVMVA7OB4PIG7G4MZ9ZEM44ZTAZD""","""32X1LLNITPZ6LLCIXH0J6UIL71ED3X""","""Fun psychology / vision / language experiment! (bug fixed)""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Thu Sep 27 11:04:36 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2700""","""60000""","""Sat Oct 27 11:04:36 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3WUVMVA7OB4PIG7G4MZ9ZEM44ZTAZD""","""35USIKEBNRHX19FO1NC5D69XENZN6S""",0,"""Submitted""","""Fri Sep 28 04:03:27 CEST 2018""","""Thu Sep 27 11:05:08 CEST 2018""","""Thu Sep 27 11:23:27 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""18.197033333333334"""
0,"""blue""","""b5_y6""",169,"""More than half""",136,true,7,"""English""","""0""","""Male""","""33""","""Poor design of experiment. Very hard to see. Use of down arrow causes the window to scroll down so you can&quotechart see the sentences or dots properly. Test your experiment in all browsers please!""","""No""","""Yes""","""8""","""3""","""Windows""",720,1280,"""Chrome""","""3WUVMVA7OB4PIG7G4MZ9ZEM44ZTAZD""","""32X1LLNITPZ6LLCIXH0J6UIL71ED3X""","""Fun psychology / vision / language experiment! (bug fixed)""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Thu Sep 27 11:04:36 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2700""","""60000""","""Sat Oct 27 11:04:36 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3WUVMVA7OB4PIG7G4MZ9ZEM44ZTAZD""","""35USIKEBNRHX19FO1NC5D69XENZN6S""",0,"""Submitted""","""Fri Sep 28 04:03:27 CEST 2018""","""Thu Sep 27 11:05:08 CEST 2018""","""Thu Sep 27 11:23:27 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""18.197033333333334"""
0,"""yellow""","""b8_y6""",464,"""Fewer than half""",105,true,7,"""English""","""0""","""Male""","""33""","""Poor design of experiment. Very hard to see. Use of down arrow causes the window to scroll down so you can&quotechart see the sentences or dots properly. Test your experiment in all browsers please!""","""No""","""Yes""","""8""","""3""","""Windows""",720,1280,"""Chrome""","""3WUVMVA7OB4PIG7G4MZ9ZEM44ZTAZD""","""32X1LLNITPZ6LLCIXH0J6UIL71ED3X""","""Fun psychology / vision / language experiment! (bug fixed)""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Thu Sep 27 11:04:36 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2700""","""60000""","""Sat Oct 27 11:04:36 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3WUVMVA7OB4PIG7G4MZ9ZEM44ZTAZD""","""35USIKEBNRHX19FO1NC5D69XENZN6S""",0,"""Submitted""","""Fri Sep 28 04:03:27 CEST 2018""","""Thu Sep 27 11:05:08 CEST 2018""","""Thu Sep 27 11:23:27 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""18.197033333333334"""
0,"""blue""","""b16_y12""",248,"""Fewer than half""",184,true,9,"""English""","""0""","""Male""","""33""","""Poor design of experiment. Very hard to see. Use of down arrow causes the window to scroll down so you can&quotechart see the sentences or dots properly. Test your experiment in all browsers please!""","""No""","""Yes""","""8""","""3""","""Windows""",720,1280,"""Chrome""","""3WUVMVA7OB4PIG7G4MZ9ZEM44ZTAZD""","""32X1LLNITPZ6LLCIXH0J6UIL71ED3X""","""Fun psychology / vision / language experiment! (bug fixed)""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Thu Sep 27 11:04:36 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2700""","""60000""","""Sat Oct 27 11:04:36 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3WUVMVA7OB4PIG7G4MZ9ZEM44ZTAZD""","""35USIKEBNRHX19FO1NC5D69XENZN6S""",0,"""Submitted""","""Fri Sep 28 04:03:27 CEST 2018""","""Thu Sep 27 11:05:08 CEST 2018""","""Thu Sep 27 11:23:27 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""18.197033333333334"""
0,"""blue""","""b9_y8""",231,"""Fewer than half""",127,true,2,"""English""","""0""","""Male""","""33""","""Poor design of experiment. Very hard to see. Use of down arrow causes the window to scroll down so you can&quotechart see the sentences or dots properly. Test your experiment in all browsers please!""","""No""","""Yes""","""8""","""3""","""Windows""",720,1280,"""Chrome""","""3WUVMVA7OB4PIG7G4MZ9ZEM44ZTAZD""","""32X1LLNITPZ6LLCIXH0J6UIL71ED3X""","""Fun psychology / vision / language experiment! (bug fixed)""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Thu Sep 27 11:04:36 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2700""","""60000""","""Sat Oct 27 11:04:36 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3WUVMVA7OB4PIG7G4MZ9ZEM44ZTAZD""","""35USIKEBNRHX19FO1NC5D69XENZN6S""",0,"""Submitted""","""Fri Sep 28 04:03:27 CEST 2018""","""Thu Sep 27 11:05:08 CEST 2018""","""Thu Sep 27 11:23:27 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""18.197033333333334"""
0,"""blue""","""b18_y16""",1,"""Most""",192,true,2,"""English""","""0""","""Male""","""33""","""Poor design of experiment. Very hard to see. Use of down arrow causes the window to scroll down so you can&quotechart see the sentences or dots properly. Test your experiment in all browsers please!""","""No""","""Yes""","""8""","""3""","""Windows""",720,1280,"""Chrome""","""3WUVMVA7OB4PIG7G4MZ9ZEM44ZTAZD""","""32X1LLNITPZ6LLCIXH0J6UIL71ED3X""","""Fun psychology / vision / language experiment! (bug fixed)""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Thu Sep 27 11:04:36 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2700""","""60000""","""Sat Oct 27 11:04:36 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3WUVMVA7OB4PIG7G4MZ9ZEM44ZTAZD""","""35USIKEBNRHX19FO1NC5D69XENZN6S""",0,"""Submitted""","""Fri Sep 28 04:03:27 CEST 2018""","""Thu Sep 27 11:05:08 CEST 2018""","""Thu Sep 27 11:23:27 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""18.197033333333334"""
0,"""yellow""","""b24_y20""",688,"""Fewer than half""",177,true,1,"""English""","""0""","""Male""","""33""","""Poor design of experiment. Very hard to see. Use of down arrow causes the window to scroll down so you can&quotechart see the sentences or dots properly. Test your experiment in all browsers please!""","""No""","""Yes""","""8""","""3""","""Windows""",720,1280,"""Chrome""","""3WUVMVA7OB4PIG7G4MZ9ZEM44ZTAZD""","""32X1LLNITPZ6LLCIXH0J6UIL71ED3X""","""Fun psychology / vision / language experiment! (bug fixed)""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Thu Sep 27 11:04:36 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2700""","""60000""","""Sat Oct 27 11:04:36 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3WUVMVA7OB4PIG7G4MZ9ZEM44ZTAZD""","""35USIKEBNRHX19FO1NC5D69XENZN6S""",0,"""Submitted""","""Fri Sep 28 04:03:27 CEST 2018""","""Thu Sep 27 11:05:08 CEST 2018""","""Thu Sep 27 11:23:27 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""18.197033333333334"""
0,"""yellow""","""b24_y27""",1609,"""More than half""",375,true,0,"""English""","""0""","""Male""","""33""","""Poor design of experiment. Very hard to see. Use of down arrow causes the window to scroll down so you can&quotechart see the sentences or dots properly. Test your experiment in all browsers please!""","""No""","""Yes""","""8""","""3""","""Windows""",720,1280,"""Chrome""","""3WUVMVA7OB4PIG7G4MZ9ZEM44ZTAZD""","""32X1LLNITPZ6LLCIXH0J6UIL71ED3X""","""Fun psychology / vision / language experiment! (bug fixed)""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Thu Sep 27 11:04:36 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2700""","""60000""","""Sat Oct 27 11:04:36 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3WUVMVA7OB4PIG7G4MZ9ZEM44ZTAZD""","""35USIKEBNRHX19FO1NC5D69XENZN6S""",0,"""Submitted""","""Fri Sep 28 04:03:27 CEST 2018""","""Thu Sep 27 11:05:08 CEST 2018""","""Thu Sep 27 11:23:27 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""18.197033333333334"""
0,"""yellow""","""b20_y24""",2,"""Most""",208,false,9,"""English""","""0""","""Male""","""33""","""Poor design of experiment. Very hard to see. Use of down arrow causes the window to scroll down so you can&quotechart see the sentences or dots properly. Test your experiment in all browsers please!""","""No""","""Yes""","""8""","""3""","""Windows""",720,1280,"""Chrome""","""3WUVMVA7OB4PIG7G4MZ9ZEM44ZTAZD""","""32X1LLNITPZ6LLCIXH0J6UIL71ED3X""","""Fun psychology / vision / language experiment! (bug fixed)""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Thu Sep 27 11:04:36 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2700""","""60000""","""Sat Oct 27 11:04:36 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3WUVMVA7OB4PIG7G4MZ9ZEM44ZTAZD""","""35USIKEBNRHX19FO1NC5D69XENZN6S""",0,"""Submitted""","""Fri Sep 28 04:03:27 CEST 2018""","""Thu Sep 27 11:05:08 CEST 2018""","""Thu Sep 27 11:23:27 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""18.197033333333334"""
0,"""yellow""","""b30_y15""",1,"""More""",176,false,7,"""English""","""0""","""Male""","""33""","""Poor design of experiment. Very hard to see. Use of down arrow causes the window to scroll down so you can&quotechart see the sentences or dots properly. Test your experiment in all browsers please!""","""No""","""Yes""","""8""","""3""","""Windows""",720,1280,"""Chrome""","""3WUVMVA7OB4PIG7G4MZ9ZEM44ZTAZD""","""32X1LLNITPZ6LLCIXH0J6UIL71ED3X""","""Fun psychology / vision / language experiment! (bug fixed)""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Thu Sep 27 11:04:36 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2700""","""60000""","""Sat Oct 27 11:04:36 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3WUVMVA7OB4PIG7G4MZ9ZEM44ZTAZD""","""35USIKEBNRHX19FO1NC5D69XENZN6S""",0,"""Submitted""","""Fri Sep 28 04:03:27 CEST 2018""","""Thu Sep 27 11:05:08 CEST 2018""","""Thu Sep 27 11:23:27 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""18.197033333333334"""
0,"""blue""","""b27_y18""",1,"""Many""",112,false,8,"""English""","""0""","""Male""","""33""","""Poor design of experiment. Very hard to see. Use of down arrow causes the window to scroll down so you can&quotechart see the sentences or dots properly. Test your experiment in all browsers please!""","""No""","""Yes""","""8""","""3""","""Windows""",720,1280,"""Chrome""","""3WUVMVA7OB4PIG7G4MZ9ZEM44ZTAZD""","""32X1LLNITPZ6LLCIXH0J6UIL71ED3X""","""Fun psychology / vision / language experiment! (bug fixed)""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Thu Sep 27 11:04:36 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2700""","""60000""","""Sat Oct 27 11:04:36 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3WUVMVA7OB4PIG7G4MZ9ZEM44ZTAZD""","""35USIKEBNRHX19FO1NC5D69XENZN6S""",0,"""Submitted""","""Fri Sep 28 04:03:27 CEST 2018""","""Thu Sep 27 11:05:08 CEST 2018""","""Thu Sep 27 11:23:27 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""18.197033333333334"""
