workerid,A,B,percent,read_time_two,quant,read_time_one,decision_time,response,language,enjoyment,gender,age,comments,fluent,asses,fairprice,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
0,"""puggle""","""entand""",30,906,"""Few""",1006,593,"""True""","""English""","""1""","""Male""","""29""","""""","""No""","""Yes""","""5.00""","""1""","""Windows""",720,1280,"""Firefox""","""3DGDV62G7OA6Z9A64Y8S2Y1R9Q72P7""","""3ES1UQ6TFXNQ5J8KGG3ML6ZWG07MLA""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$3.00""","""Tue May 22 12:18:01 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Thu Jun 21 12:18:01 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3DGDV62G7OA6Z9A64Y8S2Y1R9Q72P7""","""3X4MXAO0BGPGAMMMLC6QKKDJ8TLWRB""",0,"""Submitted""","""Wed May 23 05:12:00 CEST 2018""","""Tue May 22 12:18:07 CEST 2018""","""Tue May 22 12:32:00 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""left arrow\""""","""13.722366666666666"""
0,"""coamin""","""mucond""",97,689,"""Many""",946,769,"""True""","""English""","""1""","""Male""","""29""","""""","""No""","""Yes""","""5.00""","""1""","""Windows""",720,1280,"""Firefox""","""3DGDV62G7OA6Z9A64Y8S2Y1R9Q72P7""","""3ES1UQ6TFXNQ5J8KGG3ML6ZWG07MLA""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$3.00""","""Tue May 22 12:18:01 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Thu Jun 21 12:18:01 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3DGDV62G7OA6Z9A64Y8S2Y1R9Q72P7""","""3X4MXAO0BGPGAMMMLC6QKKDJ8TLWRB""",0,"""Submitted""","""Wed May 23 05:12:00 CEST 2018""","""Tue May 22 12:18:07 CEST 2018""","""Tue May 22 12:32:00 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""left arrow\""""","""13.722366666666666"""
0,"""pluset""","""stubad""",42,937,"""Few""",950,687,"""False""","""English""","""1""","""Male""","""29""","""""","""No""","""Yes""","""5.00""","""1""","""Windows""",720,1280,"""Firefox""","""3DGDV62G7OA6Z9A64Y8S2Y1R9Q72P7""","""3ES1UQ6TFXNQ5J8KGG3ML6ZWG07MLA""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$3.00""","""Tue May 22 12:18:01 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Thu Jun 21 12:18:01 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3DGDV62G7OA6Z9A64Y8S2Y1R9Q72P7""","""3X4MXAO0BGPGAMMMLC6QKKDJ8TLWRB""",0,"""Submitted""","""Wed May 23 05:12:00 CEST 2018""","""Tue May 22 12:18:07 CEST 2018""","""Tue May 22 12:32:00 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""left arrow\""""","""13.722366666666666"""
0,"""raster""","""movell""",15,760,"""Most""",801,329,"""False""","""English""","""1""","""Male""","""29""","""""","""No""","""Yes""","""5.00""","""1""","""Windows""",720,1280,"""Firefox""","""3DGDV62G7OA6Z9A64Y8S2Y1R9Q72P7""","""3ES1UQ6TFXNQ5J8KGG3ML6ZWG07MLA""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$3.00""","""Tue May 22 12:18:01 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Thu Jun 21 12:18:01 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3DGDV62G7OA6Z9A64Y8S2Y1R9Q72P7""","""3X4MXAO0BGPGAMMMLC6QKKDJ8TLWRB""",0,"""Submitted""","""Wed May 23 05:12:00 CEST 2018""","""Tue May 22 12:18:07 CEST 2018""","""Tue May 22 12:32:00 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""left arrow\""""","""13.722366666666666"""
0,"""umpond""","""marire""",73,754,"""Few""",819,189,"""False""","""English""","""1""","""Male""","""29""","""""","""No""","""Yes""","""5.00""","""1""","""Windows""",720,1280,"""Firefox""","""3DGDV62G7OA6Z9A64Y8S2Y1R9Q72P7""","""3ES1UQ6TFXNQ5J8KGG3ML6ZWG07MLA""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$3.00""","""Tue May 22 12:18:01 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Thu Jun 21 12:18:01 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3DGDV62G7OA6Z9A64Y8S2Y1R9Q72P7""","""3X4MXAO0BGPGAMMMLC6QKKDJ8TLWRB""",0,"""Submitted""","""Wed May 23 05:12:00 CEST 2018""","""Tue May 22 12:18:07 CEST 2018""","""Tue May 22 12:32:00 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""left arrow\""""","""13.722366666666666"""
0,"""chadop""","""shaple""",81,686,"""Many""",753,352,"""True""","""English""","""1""","""Male""","""29""","""""","""No""","""Yes""","""5.00""","""1""","""Windows""",720,1280,"""Firefox""","""3DGDV62G7OA6Z9A64Y8S2Y1R9Q72P7""","""3ES1UQ6TFXNQ5J8KGG3ML6ZWG07MLA""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$3.00""","""Tue May 22 12:18:01 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Thu Jun 21 12:18:01 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3DGDV62G7OA6Z9A64Y8S2Y1R9Q72P7""","""3X4MXAO0BGPGAMMMLC6QKKDJ8TLWRB""",0,"""Submitted""","""Wed May 23 05:12:00 CEST 2018""","""Tue May 22 12:18:07 CEST 2018""","""Tue May 22 12:32:00 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""left arrow\""""","""13.722366666666666"""
0,"""bemble""","""squank""",57,103,"""Many""",734,1915,"""False""","""English""","""1""","""Male""","""29""","""""","""No""","""Yes""","""5.00""","""1""","""Windows""",720,1280,"""Firefox""","""3DGDV62G7OA6Z9A64Y8S2Y1R9Q72P7""","""3ES1UQ6TFXNQ5J8KGG3ML6ZWG07MLA""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$3.00""","""Tue May 22 12:18:01 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Thu Jun 21 12:18:01 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3DGDV62G7OA6Z9A64Y8S2Y1R9Q72P7""","""3X4MXAO0BGPGAMMMLC6QKKDJ8TLWRB""",0,"""Submitted""","""Wed May 23 05:12:00 CEST 2018""","""Tue May 22 12:18:07 CEST 2018""","""Tue May 22 12:32:00 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""left arrow\""""","""13.722366666666666"""
0,"""boddle""","""molill""",85,740,"""Many""",936,210,"""True""","""English""","""1""","""Male""","""29""","""""","""No""","""Yes""","""5.00""","""1""","""Windows""",720,1280,"""Firefox""","""3DGDV62G7OA6Z9A64Y8S2Y1R9Q72P7""","""3ES1UQ6TFXNQ5J8KGG3ML6ZWG07MLA""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$3.00""","""Tue May 22 12:18:01 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Thu Jun 21 12:18:01 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3DGDV62G7OA6Z9A64Y8S2Y1R9Q72P7""","""3X4MXAO0BGPGAMMMLC6QKKDJ8TLWRB""",0,"""Submitted""","""Wed May 23 05:12:00 CEST 2018""","""Tue May 22 12:18:07 CEST 2018""","""Tue May 22 12:32:00 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""left arrow\""""","""13.722366666666666"""
0,"""ancits""","""smeath""",60,1038,"""More than half""",792,552,"""True""","""English""","""1""","""Male""","""29""","""""","""No""","""Yes""","""5.00""","""1""","""Windows""",720,1280,"""Firefox""","""3DGDV62G7OA6Z9A64Y8S2Y1R9Q72P7""","""3ES1UQ6TFXNQ5J8KGG3ML6ZWG07MLA""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$3.00""","""Tue May 22 12:18:01 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Thu Jun 21 12:18:01 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3DGDV62G7OA6Z9A64Y8S2Y1R9Q72P7""","""3X4MXAO0BGPGAMMMLC6QKKDJ8TLWRB""",0,"""Submitted""","""Wed May 23 05:12:00 CEST 2018""","""Tue May 22 12:18:07 CEST 2018""","""Tue May 22 12:32:00 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""left arrow\""""","""13.722366666666666"""
0,"""chadop""","""shaple""",68,987,"""More than half""",960,230,"""True""","""English""","""1""","""Male""","""29""","""""","""No""","""Yes""","""5.00""","""1""","""Windows""",720,1280,"""Firefox""","""3DGDV62G7OA6Z9A64Y8S2Y1R9Q72P7""","""3ES1UQ6TFXNQ5J8KGG3ML6ZWG07MLA""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$3.00""","""Tue May 22 12:18:01 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Thu Jun 21 12:18:01 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3DGDV62G7OA6Z9A64Y8S2Y1R9Q72P7""","""3X4MXAO0BGPGAMMMLC6QKKDJ8TLWRB""",0,"""Submitted""","""Wed May 23 05:12:00 CEST 2018""","""Tue May 22 12:18:07 CEST 2018""","""Tue May 22 12:32:00 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""left arrow\""""","""13.722366666666666"""
0,"""russer""","""huttle""",24,1017,"""More than half""",1009,1178,"""True""","""English""","""1""","""Male""","""29""","""""","""No""","""Yes""","""5.00""","""1""","""Windows""",720,1280,"""Firefox""","""3DGDV62G7OA6Z9A64Y8S2Y1R9Q72P7""","""3ES1UQ6TFXNQ5J8KGG3ML6ZWG07MLA""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$3.00""","""Tue May 22 12:18:01 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Thu Jun 21 12:18:01 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3DGDV62G7OA6Z9A64Y8S2Y1R9Q72P7""","""3X4MXAO0BGPGAMMMLC6QKKDJ8TLWRB""",0,"""Submitted""","""Wed May 23 05:12:00 CEST 2018""","""Tue May 22 12:18:07 CEST 2018""","""Tue May 22 12:32:00 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""left arrow\""""","""13.722366666666666"""
0,"""shurry""","""preser""",47,1357,"""Fewer than half""",927,387,"""True""","""English""","""1""","""Male""","""29""","""""","""No""","""Yes""","""5.00""","""1""","""Windows""",720,1280,"""Firefox""","""3DGDV62G7OA6Z9A64Y8S2Y1R9Q72P7""","""3ES1UQ6TFXNQ5J8KGG3ML6ZWG07MLA""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$3.00""","""Tue May 22 12:18:01 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Thu Jun 21 12:18:01 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3DGDV62G7OA6Z9A64Y8S2Y1R9Q72P7""","""3X4MXAO0BGPGAMMMLC6QKKDJ8TLWRB""",0,"""Submitted""","""Wed May 23 05:12:00 CEST 2018""","""Tue May 22 12:18:07 CEST 2018""","""Tue May 22 12:32:00 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""left arrow\""""","""13.722366666666666"""
0,"""cosutz""","""spover""",41,1279,"""Fewer than half""",851,359,"""True""","""English""","""1""","""Male""","""29""","""""","""No""","""Yes""","""5.00""","""1""","""Windows""",720,1280,"""Firefox""","""3DGDV62G7OA6Z9A64Y8S2Y1R9Q72P7""","""3ES1UQ6TFXNQ5J8KGG3ML6ZWG07MLA""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$3.00""","""Tue May 22 12:18:01 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Thu Jun 21 12:18:01 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3DGDV62G7OA6Z9A64Y8S2Y1R9Q72P7""","""3X4MXAO0BGPGAMMMLC6QKKDJ8TLWRB""",0,"""Submitted""","""Wed May 23 05:12:00 CEST 2018""","""Tue May 22 12:18:07 CEST 2018""","""Tue May 22 12:32:00 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""left arrow\""""","""13.722366666666666"""
0,"""boddle""","""molill""",48,1137,"""Fewer than half""",1288,602,"""True""","""English""","""1""","""Male""","""29""","""""","""No""","""Yes""","""5.00""","""1""","""Windows""",720,1280,"""Firefox""","""3DGDV62G7OA6Z9A64Y8S2Y1R9Q72P7""","""3ES1UQ6TFXNQ5J8KGG3ML6ZWG07MLA""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$3.00""","""Tue May 22 12:18:01 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Thu Jun 21 12:18:01 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3DGDV62G7OA6Z9A64Y8S2Y1R9Q72P7""","""3X4MXAO0BGPGAMMMLC6QKKDJ8TLWRB""",0,"""Submitted""","""Wed May 23 05:12:00 CEST 2018""","""Tue May 22 12:18:07 CEST 2018""","""Tue May 22 12:32:00 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""left arrow\""""","""13.722366666666666"""
0,"""padnet""","""fanely""",38,1027,"""Few""",1193,649,"""True""","""English""","""1""","""Male""","""29""","""""","""No""","""Yes""","""5.00""","""1""","""Windows""",720,1280,"""Firefox""","""3DGDV62G7OA6Z9A64Y8S2Y1R9Q72P7""","""3ES1UQ6TFXNQ5J8KGG3ML6ZWG07MLA""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$3.00""","""Tue May 22 12:18:01 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Thu Jun 21 12:18:01 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3DGDV62G7OA6Z9A64Y8S2Y1R9Q72P7""","""3X4MXAO0BGPGAMMMLC6QKKDJ8TLWRB""",0,"""Submitted""","""Wed May 23 05:12:00 CEST 2018""","""Tue May 22 12:18:07 CEST 2018""","""Tue May 22 12:32:00 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""left arrow\""""","""13.722366666666666"""
